ID,Type,Name,Count
7398,B,Python,12
7399,C,Free,6
7400,B,Fantacy,10
7401,C,Apple,12
7402,-,Photo,3
7403,-,Book,6
7404,-,Camera,9
7405,B,Sony,3000000
7406,N,Doll,8
7407,A,Free,15
7408,B,Photo,1
7409,N,Fantacy,14
7410,B,Free,8
7411,-,Apple,9
7412,N,Doll,37298
7413,-,Photo,6
7414,-,Python,37298
7415,N,Python,66351737
7416,B,Photo,1
7417,B,Apple,1
7418,C,Free,10
7419,B,Camera,1092109
7420,-,Sony,2
7421,-,Python,37298
7422,N,Sony,1092109
7423,A,Doll,9
7424,N,Photo,7
7425,C,Doll,1
7426,A,Free,14
7427,B,Fantacy,5
7428,B,Camera,66351737
7429,-,Camera,5
7430,C,Python,5
7431,C,Photo,2
7432,C,Book,13
7433,A,Python,5
7434,C,Doll,1
7435,A,Apple,2
7436,C,Book,66351737
7437,B,Photo,10
7438,A,Python,12
7439,-,Fantacy,14
7440,A,Openmpi,2
7441,A,Sony,9
7442,N,Free,6
7443,A,Openmpi,12
7444,-,Photo,11
7445,A,Sony,14
7446,N,Free,11
7447,A,Doll,6
7448,C,Doll,13
7449,A,Photo,1
7450,A,Apple,8
7451,N,Doll,11
7452,N,Openmpi,9
7453,A,Book,10
7454,N,Sony,37298
7455,N,Apple,5
7456,A,Book,4
7457,A,Python,3
7458,C,Sony,66351737
7459,N,Fantacy,37298
7460,N,Free,2
7461,C,Doll,6
7462,-,Sony,5
7463,A,Photo,4
7464,B,Free,1
7465,A,Photo,12
7466,A,Doll,9
7467,-,Apple,1
7468,-,Photo,12
7469,C,Python,37298
7470,-,Photo,7
7471,A,Photo,14
7472,B,Doll,9
7473,C,Fantacy,11
7474,B,Sony,1
7475,N,Free,23912
7476,-,Python,14
7477,C,Fantacy,12
7478,A,Sony,15
7479,-,Book,9
7480,-,Fantacy,13
7481,B,Doll,37298
7482,N,Apple,37298
7483,N,Photo,37298
7484,A,Book,1092109
7485,C,Apple,1
7486,A,Sony,15
7487,C,Free,3
7488,C,Camera,23912
7489,A,Photo,6
7490,N,Python,10
7491,A,Sony,11
7492,N,Apple,37298
7493,B,Fantacy,23912
7494,N,Fantacy,15
7495,C,Fantacy,2
7496,B,Camera,1092109
7497,N,Book,66351737
7498,A,Fantacy,13
7499,N,Book,6
7500,B,Doll,15
7501,N,Apple,8
7502,-,Photo,11
7503,C,Sony,11
7504,-,Sony,13
7505,B,Sony,12
7506,B,Photo,15
7507,B,Photo,5
7508,C,Free,8
7509,N,Doll,8
7510,C,Free,15
7511,-,Fantacy,14
7512,N,Fantacy,7
7513,A,Python,15
7514,B,Free,12
7515,A,Free,11
7516,N,Camera,5
7517,A,Sony,13
7518,C,Sony,14
7519,N,Sony,11
7520,B,Python,4
7521,C,Camera,2
7522,N,Photo,66351737
7523,-,Doll,37298
7524,B,Camera,8
7525,C,Photo,11
7526,C,Free,2
7527,N,Python,5
7528,C,Apple,66351737
7529,B,Apple,11
7530,B,Photo,3
7531,-,Sony,7
7532,-,Doll,7
7533,-,Doll,37298
7534,A,Fantacy,4
7535,B,Openmpi,14
7536,B,Fantacy,9
7537,C,Openmpi,6
7538,B,Openmpi,1
7539,C,Sony,10
7540,A,Openmpi,4
7541,-,Doll,12
7542,B,Openmpi,7
7543,C,Python,6
7544,B,Photo,2
7545,N,Openmpi,3
7546,A,Doll,13
7547,N,Camera,14
7548,N,Openmpi,66351737
7549,N,Free,3000000
7550,B,Doll,1
7551,A,Doll,8
7552,N,Camera,5
7553,A,Book,6
7554,A,Book,13
7555,-,Camera,12
7556,A,Python,1
7557,A,Photo,14
7558,N,Apple,4
7559,B,Doll,1
7560,B,Sony,7
7561,B,Sony,1
7562,C,Photo,5
7563,B,Apple,5
7564,-,Free,15
7565,N,Photo,1
7566,N,Doll,3
7567,A,Camera,6
7568,N,Fantacy,23912
7569,A,Apple,66351737
7570,A,Python,15
7571,N,Photo,2
7572,C,Doll,10
7573,-,Photo,11
7574,A,Photo,14
7575,B,Photo,8
7576,A,Openmpi,3000000
7577,A,Book,2
7578,-,Book,4
7579,B,Openmpi,15
7580,-,Apple,13
7581,A,Sony,3
7582,C,Photo,1
7583,B,Apple,5
7584,-,Doll,23912
7585,N,Free,3
7586,A,Python,9
7587,-,Photo,1092109
7588,B,Free,66351737
7589,B,Photo,10
7590,-,Openmpi,9
7591,-,Camera,2
7592,A,Camera,13
7593,N,Photo,4
7594,-,Apple,14
7595,C,Apple,7
7596,B,Free,14
7597,A,Free,7
7598,N,Camera,8
7599,C,Camera,37298
7600,B,Sony,5
7601,A,Photo,11
7602,-,Fantacy,12
7603,N,Camera,6
7604,A,Free,14
7605,B,Python,1092109
7606,-,Openmpi,13
7607,A,Photo,2
7608,A,Photo,9
7609,B,Book,14
7610,-,Book,3
7611,C,Sony,37298
7612,N,Camera,14
7613,B,Free,5
7614,N,Apple,37298
7615,N,Camera,7
7616,-,Doll,1092109
7617,B,Free,3000000
7618,-,Book,5
7619,A,Python,4
7620,B,Sony,15
7621,B,Doll,8
7622,-,Sony,3000000
7623,B,Doll,1092109
7624,N,Book,23912
7625,B,Camera,1092109
7626,C,Doll,23912
7627,B,Openmpi,66351737
7628,A,Camera,12
7629,A,Apple,2
7630,N,Apple,9
7631,A,Fantacy,5
7632,A,Photo,6
7633,B,Doll,37298
7634,A,Fantacy,14
7635,-,Doll,66351737
7636,-,Fantacy,23912
7637,-,Sony,3
7638,N,Book,15
7639,B,Free,23912
7640,C,Photo,23912
7641,-,Openmpi,7
7642,A,Doll,4
7643,-,Doll,5
7644,B,Python,7
7645,B,Book,23912
7646,B,Doll,8
7647,N,Photo,8
7648,-,Apple,9
7649,B,Openmpi,3
7650,N,Photo,37298
7651,B,Fantacy,1092109
7652,N,Camera,3
7653,C,Doll,5
7654,-,Photo,2
7655,-,Python,3000000
7656,C,Apple,10
7657,A,Photo,66351737
7658,N,Openmpi,1
7659,N,Openmpi,23912
7660,A,Camera,11
7661,A,Sony,12
7662,N,Sony,11
7663,N,Book,6
7664,-,Free,23912
7665,B,Sony,37298
7666,C,Openmpi,4
7667,N,Free,13
7668,B,Python,1
7669,B,Camera,10
7670,A,Openmpi,11
7671,-,Photo,66351737
7672,B,Python,10
7673,A,Fantacy,3000000
7674,N,Python,15
7675,N,Camera,5
7676,C,Fantacy,5
7677,B,Camera,15
7678,A,Book,6
7679,C,Sony,10
7680,A,Free,3000000
7681,A,Python,3000000
7682,A,Apple,11
7683,A,Fantacy,15
7684,A,Sony,23912
7685,N,Doll,5
7686,N,Sony,3
7687,C,Camera,1092109
7688,N,Python,12
7689,B,Sony,12
7690,N,Python,6
7691,N,Apple,7
7692,-,Camera,3
7693,C,Openmpi,15
7694,N,Openmpi,7
7695,B,Doll,2
7696,C,Free,37298
7697,A,Openmpi,9
7698,B,Fantacy,6
7699,C,Fantacy,1092109
7700,B,Apple,1
7701,A,Openmpi,6
7702,A,Book,5
7703,A,Doll,12
7704,A,Fantacy,15
7705,-,Doll,2
7706,B,Camera,3
7707,B,Camera,66351737
7708,C,Camera,12
7709,A,Apple,15
7710,B,Fantacy,3000000
7711,-,Free,2
7712,N,Camera,11
7713,B,Apple,1
7714,C,Book,23912
7715,A,Openmpi,9
7716,-,Book,14
7717,C,Fantacy,10
7718,-,Openmpi,3
7719,B,Photo,6
7720,-,Book,14
7721,N,Camera,8
7722,C,Sony,9
7723,A,Photo,1092109
7724,A,Photo,6
7725,-,Apple,5
7726,B,Free,6
7727,-,Free,8
7728,-,Apple,37298
7729,A,Python,66351737
7730,-,Openmpi,15
7731,C,Free,7
7732,C,Doll,15
7733,C,Openmpi,8
7734,B,Free,8
7735,C,Doll,1
7736,A,Python,1092109
7737,-,Fantacy,10
7738,N,Camera,5
7739,B,Doll,7
7740,B,Sony,1092109
7741,N,Camera,8
7742,A,Apple,66351737
7743,A,Camera,15
7744,-,Openmpi,9
7745,-,Book,8
7746,-,Doll,14
7747,C,Free,2
7748,B,Fantacy,6
7749,-,Doll,11
7750,A,Openmpi,5
7751,A,Sony,37298
7752,-,Python,14
7753,-,Doll,10
7754,A,Book,37298
7755,C,Book,1
7756,N,Sony,5
7757,B,Doll,15
7758,-,Python,3000000
7759,A,Book,8
7760,A,Free,37298
7761,N,Sony,23912
7762,A,Book,37298
7763,-,Free,66351737
7764,-,Sony,5
7765,A,Photo,5
7766,-,Free,7
7767,-,Python,37298
7768,B,Fantacy,3000000
7769,C,Openmpi,1092109
7770,N,Python,6
7771,-,Photo,5
7772,A,Book,7
7773,C,Fantacy,13
7774,-,Apple,7
7775,N,Photo,1
7776,N,Sony,4
7777,-,Doll,5
7778,N,Camera,9
7779,N,Photo,37298
7780,B,Sony,3000000
7781,-,Free,6
7782,N,Doll,15
7783,N,Photo,12
7784,C,Fantacy,8
7785,-,Book,3
7786,B,Free,3000000
7787,B,Free,4
7788,N,Fantacy,37298
7789,A,Fantacy,4
7790,B,Camera,3
7791,B,Photo,66351737
7792,N,Photo,66351737
7793,B,Fantacy,8
7794,-,Book,14
7795,A,Apple,4
7796,A,Photo,5
7797,N,Fantacy,9
7798,-,Doll,4
7799,A,Book,13
7800,-,Python,23912
7801,N,Free,9
7802,B,Python,7
7803,N,Sony,13
7804,C,Camera,6
7805,-,Sony,2
7806,B,Doll,15
7807,A,Book,15
7808,-,Python,7
7809,A,Free,12
7810,C,Openmpi,3
7811,B,Sony,8
7812,N,Photo,15
7813,C,Openmpi,23912
7814,A,Apple,15
7815,C,Sony,1
7816,A,Book,12
7817,B,Free,3000000
7818,B,Sony,12
7819,-,Free,15
7820,N,Openmpi,10
7821,N,Apple,3
7822,-,Sony,3
7823,B,Free,2
7824,B,Book,1092109
7825,B,Fantacy,12
7826,A,Fantacy,66351737
7827,C,Photo,8
7828,A,Free,9
7829,C,Fantacy,10
7830,C,Sony,2
7831,-,Python,2
7832,C,Openmpi,15
7833,-,Camera,3
7834,-,Openmpi,6
7835,B,Photo,2
7836,B,Photo,66351737
7837,-,Book,7
7838,N,Photo,11
7839,A,Fantacy,12
7840,A,Free,7
7841,B,Free,1092109
7842,A,Book,15
7843,-,Photo,7
7844,-,Free,1
7845,-,Free,3000000
7846,A,Apple,1
7847,N,Python,3000000
7848,N,Python,5
7849,N,Book,13
7850,N,Camera,4
7851,N,Photo,4
7852,C,Sony,9
7853,A,Python,14
7854,N,Python,10
7855,-,Apple,7
7856,N,Camera,13
7857,C,Sony,6
7858,-,Openmpi,3
7859,N,Camera,4
7860,-,Apple,4
7861,A,Doll,13
7862,A,Openmpi,5
7863,C,Sony,23912
7864,-,Book,5
7865,-,Apple,15
7866,-,Sony,66351737
7867,B,Python,10
7868,N,Python,66351737
7869,N,Photo,15
7870,B,Python,66351737
7871,N,Free,8
7872,B,Doll,9
7873,N,Book,4
7874,B,Sony,9
7875,B,Fantacy,10
7876,A,Free,5
7877,A,Photo,6
7878,A,Camera,7
7879,A,Photo,5
7880,-,Fantacy,12
7881,-,Fantacy,1092109
7882,B,Fantacy,10
7883,-,Doll,8
7884,A,Apple,12
7885,B,Camera,37298
7886,N,Python,4
7887,N,Free,5
7888,B,Book,66351737
7889,A,Fantacy,7
7890,-,Apple,1
7891,A,Fantacy,3
7892,A,Doll,12
7893,A,Sony,2
7894,-,Free,14
7895,N,Book,3
7896,C,Camera,3
7897,N,Openmpi,1092109
7898,A,Photo,12
7899,N,Doll,66351737
7900,A,Photo,14
7901,B,Free,7
7902,B,Photo,5
7903,A,Python,66351737
7904,A,Free,8
7905,B,Doll,4
7906,-,Sony,13
7907,C,Python,6
7908,A,Openmpi,13
7909,-,Apple,12
7910,C,Photo,9
7911,-,Apple,1092109
7912,-,Photo,8
7913,C,Book,14
7914,C,Doll,8
7915,N,Apple,10
7916,-,Apple,8
7917,-,Free,3000000
7918,C,Sony,6
7919,B,Apple,13
7920,B,Python,10
7921,-,Doll,6
7922,-,Photo,9
7923,N,Sony,1
7924,-,Free,23912
7925,B,Free,7
7926,N,Sony,14
7927,C,Fantacy,11
7928,-,Apple,15
7929,B,Free,7
7930,B,Sony,66351737
7931,C,Free,14
7932,A,Apple,11
7933,-,Doll,12
7934,N,Camera,11
7935,B,Doll,10
7936,A,Openmpi,3
7937,C,Sony,11
7938,A,Photo,10
7939,-,Python,66351737
7940,C,Python,13
7941,N,Python,15
7942,B,Free,7
7943,-,Fantacy,3
7944,B,Camera,12
7945,C,Sony,5
7946,B,Apple,12
7947,A,Photo,11
7948,A,Camera,13
7949,C,Photo,12
7950,A,Openmpi,7
7951,-,Openmpi,3000000
7952,B,Doll,66351737
7953,N,Doll,5
7954,A,Apple,3000000
7955,-,Free,1
7956,C,Openmpi,2
7957,A,Camera,8
7958,B,Photo,5
7959,A,Fantacy,2
7960,N,Doll,14
7961,B,Apple,13
7962,N,Camera,14
7963,N,Openmpi,1092109
7964,N,Apple,6
7965,A,Fantacy,6
7966,B,Sony,3000000
7967,N,Camera,23912
7968,B,Sony,7
7969,C,Openmpi,8
7970,N,Free,3000000
7971,B,Python,4
7972,B,Book,14
7973,A,Photo,23912
7974,A,Free,10
7975,B,Apple,12
7976,N,Book,1
7977,C,Apple,15
7978,N,Openmpi,8
7979,A,Photo,11
7980,-,Doll,15
7981,C,Photo,14
7982,-,Free,5
7983,A,Apple,14
7984,A,Book,1
7985,N,Apple,11
7986,A,Book,8
7987,B,Book,3000000
7988,-,Apple,5
7989,A,Book,8
7990,B,Python,12
7991,N,Apple,10
7992,-,Camera,1
7993,C,Camera,9
7994,A,Free,15
7995,A,Apple,14
7996,N,Apple,3
7997,B,Photo,11
7998,B,Apple,1
7999,C,Apple,3
8000,B,Book,7
8001,B,Openmpi,23912
8002,A,Python,12
8003,C,Book,5
8004,C,Apple,5
8005,C,Photo,11
8006,N,Doll,10
8007,N,Doll,10
8008,A,Python,3
8009,B,Fantacy,66351737
8010,C,Apple,1
8011,-,Doll,37298
8012,A,Book,6
8013,-,Sony,15
8014,N,Doll,8
8015,N,Photo,3
8016,N,Sony,11
8017,A,Apple,6
8018,A,Apple,5
8019,A,Sony,2
8020,C,Fantacy,5
8021,-,Openmpi,9
8022,C,Python,2
8023,C,Sony,8
8024,A,Book,8
8025,-,Apple,13
8026,N,Fantacy,1092109
8027,A,Sony,37298
8028,A,Free,12
8029,B,Camera,3000000
8030,B,Camera,13
8031,A,Sony,1
8032,C,Python,8
8033,A,Free,37298
8034,C,Book,11
8035,A,Free,10
8036,B,Openmpi,3000000
8037,N,Doll,8
8038,C,Free,1092109
8039,B,Sony,2
8040,-,Apple,5
8041,B,Book,11
8042,A,Apple,14
8043,-,Doll,9
8044,N,Fantacy,4
8045,-,Camera,5
8046,N,Python,15
8047,N,Camera,1092109
8048,-,Apple,7
8049,A,Fantacy,6
8050,-,Openmpi,3
8051,B,Camera,8
8052,N,Fantacy,6
8053,C,Openmpi,11
8054,N,Camera,10
8055,C,Fantacy,12
8056,N,Python,12
8057,B,Doll,66351737
8058,A,Sony,2
8059,B,Fantacy,1092109
8060,N,Python,23912
8061,N,Fantacy,23912
8062,C,Sony,66351737
8063,C,Sony,14
8064,N,Photo,6
8065,N,Apple,6
8066,A,Sony,7
8067,B,Camera,1092109
8068,A,Book,3000000
8069,B,Free,2
8070,C,Openmpi,4
8071,A,Openmpi,3
8072,N,Python,3000000
8073,A,Fantacy,11
8074,C,Free,8
8075,N,Fantacy,15
8076,C,Photo,3
8077,C,Photo,6
8078,A,Sony,5
8079,A,Fantacy,13
8080,C,Sony,3000000
8081,C,Doll,1
8082,-,Apple,12
8083,B,Apple,11
8084,N,Python,14
8085,B,Python,8
8086,B,Book,1
8087,A,Openmpi,10
8088,N,Photo,9
8089,N,Free,2
8090,B,Sony,6
8091,N,Apple,15
8092,C,Camera,13
8093,C,Free,37298
8094,-,Apple,14
8095,N,Photo,13
8096,C,Python,14
8097,B,Free,1
8098,A,Apple,15
8099,-,Openmpi,7
8100,B,Sony,1092109
8101,A,Python,37298
8102,A,Apple,12
8103,C,Camera,14
8104,C,Openmpi,11
8105,N,Apple,2
8106,N,Python,1092109
8107,B,Apple,12
8108,-,Sony,13
8109,N,Camera,66351737
8110,N,Python,13
8111,A,Free,6
8112,C,Sony,5
8113,-,Book,8
8114,-,Sony,3000000
8115,N,Photo,8
8116,B,Python,14
8117,A,Openmpi,10
8118,-,Camera,11
8119,-,Sony,2
8120,B,Fantacy,5
8121,-,Book,4
8122,-,Python,9
8123,C,Openmpi,7
8124,B,Free,7
8125,N,Photo,13
8126,-,Photo,37298
8127,B,Camera,11
8128,N,Openmpi,1092109
8129,B,Openmpi,10
8130,-,Python,10
8131,B,Doll,1
8132,-,Openmpi,15
8133,-,Fantacy,37298
8134,C,Book,15
8135,-,Doll,3000000
8136,B,Fantacy,66351737
8137,C,Free,1092109
8138,C,Python,14
8139,-,Doll,23912
8140,N,Python,4
8141,B,Sony,3
8142,N,Doll,3000000
8143,A,Photo,11
8144,C,Camera,1092109
8145,N,Doll,8
8146,-,Photo,9
8147,-,Free,66351737
8148,A,Openmpi,3000000
8149,A,Fantacy,1092109
8150,A,Doll,6
8151,N,Apple,37298
8152,A,Doll,7
8153,B,Photo,37298
8154,A,Openmpi,23912
8155,-,Book,14
8156,B,Openmpi,4
8157,A,Fantacy,23912
8158,-,Camera,9
8159,N,Free,9
8160,-,Camera,23912
8161,A,Openmpi,2
8162,C,Apple,14
8163,B,Python,13
8164,B,Photo,5
8165,N,Openmpi,13
8166,N,Fantacy,3
8167,B,Openmpi,37298
8168,N,Free,1
8169,-,Doll,13
8170,B,Python,66351737
8171,-,Book,37298
8172,N,Openmpi,14
8173,C,Doll,11
8174,-,Python,2
8175,-,Fantacy,37298
8176,A,Sony,6
8177,-,Python,1092109
8178,N,Camera,8
8179,B,Free,1092109
8180,-,Doll,37298
8181,C,Doll,2
8182,N,Fantacy,66351737
8183,A,Camera,3000000
8184,C,Python,9
8185,A,Apple,1092109
8186,N,Fantacy,1
8187,N,Photo,23912
8188,B,Free,12
8189,C,Openmpi,37298
8190,B,Camera,9
8191,B,Python,10
8192,-,Camera,66351737
8193,-,Sony,1092109
8194,N,Python,66351737
8195,C,Photo,11
8196,A,Sony,15
8197,C,Openmpi,10
8198,C,Photo,8
8199,A,Photo,3000000
8200,-,Free,37298
8201,B,Openmpi,11
8202,A,Camera,3000000
8203,C,Doll,8
8204,C,Sony,9
8205,-,Openmpi,37298
8206,C,Book,8
8207,A,Doll,2
8208,-,Camera,2
8209,B,Book,3000000
8210,N,Free,10
8211,C,Fantacy,15
8212,N,Sony,15
8213,A,Fantacy,1
8214,-,Doll,3
8215,A,Photo,66351737
8216,-,Openmpi,2
8217,N,Openmpi,15
8218,C,Photo,1
8219,A,Sony,11
8220,N,Photo,12
8221,B,Python,4
8222,C,Doll,14
8223,C,Fantacy,37298
8224,-,Doll,7
8225,N,Camera,37298
8226,N,Fantacy,5
8227,C,Fantacy,7
8228,B,Book,10
8229,B,Python,3000000
8230,-,Book,1092109
8231,A,Fantacy,37298
8232,N,Fantacy,66351737
8233,-,Fantacy,1092109
8234,C,Camera,8
8235,A,Free,1
8236,A,Book,3
8237,A,Free,12
8238,N,Doll,2
8239,C,Sony,15
8240,B,Sony,2
8241,A,Photo,12
8242,N,Apple,8
8243,C,Apple,15
8244,C,Doll,37298
8245,N,Apple,4
8246,C,Python,8
8247,-,Photo,9
8248,A,Python,66351737
8249,N,Camera,5
8250,B,Doll,15
8251,B,Free,11
8252,C,Apple,11
8253,N,Photo,9
8254,B,Python,37298
8255,-,Doll,15
8256,C,Free,3
8257,C,Doll,10
8258,-,Sony,14
8259,-,Apple,10
8260,C,Free,11
8261,B,Photo,13
8262,A,Camera,13
8263,A,Photo,8
8264,A,Book,11
8265,C,Sony,1092109
8266,C,Apple,1
8267,-,Fantacy,8
8268,N,Openmpi,6
8269,N,Openmpi,3000000
8270,C,Python,7
8271,N,Free,11
8272,C,Free,4
8273,A,Doll,4
8274,N,Free,10
8275,-,Book,8
8276,N,Fantacy,23912
8277,C,Doll,4
8278,N,Sony,10
8279,A,Camera,12
8280,A,Book,8
8281,C,Apple,66351737
8282,B,Apple,66351737
8283,-,Camera,2
8284,N,Doll,23912
8285,A,Free,15
8286,C,Photo,12
8287,C,Python,15
8288,-,Sony,2
8289,N,Openmpi,8
8290,C,Photo,66351737
8291,C,Free,3000000
8292,A,Free,10
8293,B,Photo,10
8294,B,Openmpi,7
8295,A,Photo,66351737
8296,-,Photo,23912
8297,-,Photo,3000000
8298,-,Sony,7
8299,N,Python,3000000
8300,N,Fantacy,9
8301,C,Python,6
8302,C,Camera,2
8303,A,Openmpi,3000000
8304,B,Book,14
8305,-,Fantacy,11
8306,A,Photo,1092109
8307,N,Openmpi,11
8308,B,Sony,1092109
8309,-,Book,3000000
8310,C,Photo,23912
8311,A,Book,3000000
8312,A,Book,3
8313,-,Sony,15
8314,-,Sony,11
8315,B,Fantacy,7
8316,A,Doll,4
8317,A,Python,15
8318,-,Fantacy,13
8319,C,Apple,5
8320,N,Free,4
8321,A,Sony,23912
8322,-,Fantacy,12
8323,B,Openmpi,37298
8324,-,Book,3000000
8325,B,Photo,1092109
8326,-,Apple,15
8327,A,Doll,4
8328,C,Fantacy,7
8329,B,Python,3000000
8330,N,Doll,1092109
8331,-,Apple,4
8332,C,Book,1092109
8333,B,Apple,1
8334,N,Doll,14
8335,-,Free,7
8336,B,Photo,2
8337,B,Fantacy,7
8338,N,Camera,2
8339,A,Python,12
8340,A,Camera,23912
8341,N,Apple,11
8342,-,Python,11
8343,A,Camera,37298
8344,B,Camera,10
8345,A,Photo,3000000
8346,C,Apple,37298
8347,C,Photo,3
8348,-,Apple,13
8349,B,Openmpi,3000000
8350,C,Doll,14
8351,A,Free,6
8352,A,Camera,7
8353,B,Sony,12
8354,C,Free,8
8355,A,Camera,1
8356,B,Openmpi,6
8357,-,Camera,1
8358,B,Book,23912
8359,-,Doll,37298
8360,C,Apple,9
8361,-,Book,12
8362,N,Free,9
8363,A,Python,23912
8364,B,Sony,1092109
8365,-,Apple,4
8366,B,Doll,14
8367,B,Sony,1
8368,-,Book,15
8369,-,Sony,10
8370,A,Python,3000000
8371,-,Openmpi,8
8372,-,Photo,2
8373,-,Photo,10
8374,N,Openmpi,10
8375,C,Book,8
8376,A,Photo,14
8377,-,Camera,2
8378,-,Openmpi,15
8379,B,Book,11
8380,C,Free,10
8381,C,Apple,4
8382,-,Camera,1092109
8383,A,Camera,12
8384,N,Camera,7
8385,-,Doll,3
8386,N,Free,13
8387,B,Openmpi,8
8388,C,Photo,3000000
8389,A,Book,2
8390,A,Python,13
8391,A,Apple,3000000
8392,-,Fantacy,10
8393,A,Photo,11
8394,A,Python,37298
8395,C,Photo,10
8396,-,Book,23912
8397,A,Camera,6
8398,A,Python,1
8399,-,Book,13
8400,C,Free,4
8401,B,Camera,8
8402,-,Python,23912
8403,-,Book,4
8404,A,Openmpi,23912
8405,N,Doll,37298
8406,C,Book,1092109
8407,-,Photo,7
8408,-,Free,37298
8409,B,Photo,15
8410,N,Sony,1092109
8411,-,Doll,5
8412,C,Apple,11
8413,B,Book,3000000
8414,A,Photo,37298
8415,C,Camera,1
8416,B,Free,11
8417,A,Photo,1
8418,A,Sony,5
8419,A,Doll,2
8420,C,Apple,6
8421,-,Sony,11
8422,C,Photo,4
8423,C,Python,2
8424,N,Free,15
8425,N,Openmpi,8
8426,N,Doll,23912
8427,C,Free,23912
8428,C,Fantacy,3
8429,-,Sony,66351737
8430,C,Camera,23912
8431,B,Book,13
8432,N,Book,23912
8433,N,Doll,1
8434,N,Sony,37298
8435,-,Camera,14
8436,N,Fantacy,1
8437,B,Photo,5
8438,-,Camera,4
8439,C,Apple,2
8440,N,Doll,23912
8441,B,Book,1
8442,C,Apple,8
8443,A,Book,23912
8444,-,Apple,1092109
8445,A,Apple,15
8446,A,Openmpi,1092109
8447,A,Openmpi,1
8448,-,Camera,9
8449,N,Sony,11
8450,B,Fantacy,10
8451,B,Python,3000000
8452,A,Openmpi,7
8453,A,Python,4
8454,-,Fantacy,9
8455,C,Python,9
8456,A,Camera,23912
8457,C,Fantacy,2
8458,A,Free,37298
8459,A,Fantacy,23912
8460,B,Sony,15
8461,C,Python,13
8462,-,Photo,7
8463,-,Camera,37298
8464,C,Camera,11
8465,B,Python,6
8466,A,Apple,9
8467,N,Free,23912
8468,C,Camera,3
8469,A,Book,15
8470,N,Camera,3000000
8471,C,Fantacy,3000000
8472,A,Openmpi,7
8473,A,Apple,11
8474,C,Fantacy,9
8475,C,Python,66351737
8476,A,Book,11
8477,B,Sony,14
8478,-,Photo,37298
8479,-,Doll,66351737
8480,C,Camera,4
8481,-,Apple,15
8482,-,Camera,6
8483,-,Python,3000000
8484,B,Python,10
8485,B,Book,37298
8486,B,Fantacy,11
8487,A,Openmpi,4
8488,C,Fantacy,2
8489,-,Python,10
8490,B,Fantacy,23912
8491,A,Free,11
8492,B,Book,37298
8493,B,Free,12
8494,N,Python,23912
8495,B,Free,12
8496,B,Doll,5
8497,C,Python,3
8498,C,Photo,1
8499,A,Fantacy,10
8500,A,Doll,13
8501,C,Python,3000000
8502,-,Fantacy,12
8503,C,Sony,3000000
8504,A,Python,11
8505,N,Camera,10
8506,C,Book,6
8507,C,Sony,13
8508,B,Camera,3
8509,N,Photo,10
8510,A,Photo,4
8511,N,Fantacy,23912
8512,C,Doll,5
8513,N,Camera,10
8514,A,Apple,11
8515,N,Sony,9
8516,C,Book,15
8517,A,Apple,14
8518,A,Fantacy,10
8519,-,Fantacy,37298
8520,B,Camera,8
8521,B,Python,15
8522,A,Python,7
8523,A,Doll,6
8524,C,Fantacy,2
8525,C,Free,15
8526,B,Photo,10
8527,-,Photo,66351737
8528,C,Doll,15
8529,N,Camera,1
8530,B,Camera,2
8531,N,Book,66351737
8532,A,Python,5
8533,A,Sony,15
8534,C,Book,13
8535,N,Free,12
8536,A,Camera,8
8537,C,Apple,12
8538,C,Camera,5
8539,A,Free,10
8540,-,Camera,8
8541,-,Fantacy,1092109
8542,N,Sony,15
8543,N,Apple,23912
8544,N,Python,2
8545,B,Fantacy,10
8546,N,Book,37298
8547,B,Photo,8
8548,B,Fantacy,1092109
8549,A,Python,5
8550,-,Doll,15
8551,N,Python,12
8552,-,Camera,14
8553,A,Free,13
8554,B,Fantacy,10
8555,-,Sony,3000000
8556,A,Doll,11
8557,B,Apple,9
8558,B,Free,13
8559,-,Fantacy,14
8560,N,Sony,3
8561,B,Apple,2
8562,B,Python,7
8563,C,Apple,66351737
8564,A,Camera,23912
8565,B,Python,11
8566,-,Apple,3000000
8567,C,Python,7
8568,B,Photo,4
8569,B,Fantacy,9
8570,B,Camera,7
8571,C,Sony,4
8572,C,Apple,1
8573,N,Fantacy,5
8574,A,Doll,23912
8575,N,Doll,2
8576,C,Photo,9
8577,C,Fantacy,1092109
8578,A,Camera,4
8579,A,Openmpi,5
8580,A,Python,23912
8581,A,Fantacy,3000000
8582,B,Python,3
8583,N,Photo,3000000
8584,N,Camera,11
8585,-,Openmpi,5
8586,-,Photo,9
8587,N,Fantacy,23912
8588,-,Photo,9
8589,-,Doll,3000000
8590,A,Python,4
8591,-,Free,1
8592,A,Doll,4
8593,N,Doll,9
8594,A,Openmpi,6
8595,N,Photo,3
8596,B,Book,8
8597,-,Camera,9
8598,B,Free,10
8599,N,Apple,9
8600,C,Book,4
8601,C,Fantacy,23912
8602,-,Sony,15
8603,-,Apple,3000000
8604,A,Openmpi,11
8605,-,Apple,11
8606,A,Camera,3
8607,C,Camera,2
8608,A,Doll,3000000
8609,B,Camera,3000000
8610,B,Fantacy,14
8611,A,Camera,37298
8612,C,Fantacy,1092109
8613,N,Photo,9
8614,B,Book,6
8615,-,Book,4
8616,N,Doll,1
8617,C,Apple,4
